311.87,298.14,6.4632,-0.31331,0.020295,0.94943,0.0016667,0.83608
310.58,298.21,10.249,-0.20108,0.07798,0.97647,0.0026327,0.71195
310.27,298.75,14.144,0.10299,0.093132,0.99031,0.0034953,0.66995
311.4,298.93,17.965,0.29829,0.15703,0.94147,0.0032539,0.59449
312.63,299.99,21.6,0.19522,0.26091,0.94542,0.0031589,0.56114
312.94,300.99,25.432,-0.052042,0.21469,0.9753,0.0027445,0.73346
312.22,301.68,29.295,-0.21311,0.23103,0.94932,0.0028896,0.62824
311.25,302.83,32.995,-0.1982,0.31692,0.92751,0.0030962,0.58363
310.64,304.21,36.698,-0.19078,0.26502,0.94518,0.003133,0.5615
309.73,304.94,40.513,-0.20166,0.10505,0.97381,0.0030254,0.62582
309.03,305.05,44.447,-0.15807,0.063796,0.98537,0.0030746,0.61617
308.47,305.45,48.384,-0.17123,0.046332,0.98414,0.0031806,0.55958
307.67,305.42,52.298,-0.17804,-0.084838,0.98036,0.0027055,0.27185
307.05,304.77,56.194,-0.16012,-0.089539,0.98303,0.0028198,0.53697
306.39,304.7,60.134,-0.11692,0.028709,0.99273,0.0026826,0.56819
306.12,305,64.093,0.046097,0.037921,0.99822,0.002532,0.58426
306.76,305,68.04,0.097255,0,0.99526,0.0025924,0.59312
306.89,305,72.024,-0.063942,0,0.99795,0.0028137,0.59828
306.25,305,75.971,-0.10942,0.0024116,0.99399,0.0033631,0.56097
306.02,305.02,79.957,0.011027,0.091931,0.9957,0.0031433,0.2976
306.34,305.73,83.873,0.011239,0.15993,0.98706,0.0029746,0.49958
306.11,306.29,87.819,-0.11483,0.083102,0.9899,0.0027108,0.58632
305.42,306.39,91.757,-0.21141,0.025968,0.97705,0.002333,0.36959
304.42,306.5,95.626,-0.20398,0.013495,0.97888,0.0017098,0.45802
303.79,306.5,99.575,-0.13839,0.021899,0.99014,0.0021996,0.70217
303.31,306.68,103.54,-0.11365,-0.0071342,0.9935,0.0026623,0.20507
302.89,306.44,107.48,-0.066112,-0.1639,0.98426,0.0026273,0.46628
302.79,305.37,111.32,-0.069094,-0.22905,0.97096,0.0025307,0.48245
302.34,304.62,115.22,-0.2,-0.22894,0.95267,0.0023198,0.43202
301.2,303.55,118.9,-0.29773,-0.20681,0.93198,0.0022389,0.56985
299.96,302.97,122.65,-0.25435,-0.16115,0.95359,0.0020186,0.58874
299.17,302.27,126.51,-0.16545,-0.19618,0.96651,0.001829,0.62125
298.64,301.4,130.36,-0.20739,-0.11695,0.97124,0.0021088,0.68952
297.53,301.34,134.2,-0.20459,-0.027682,0.97846,0.0021593,0.57536
297.01,301.18,138.15,-0.066477,-0.042783,0.99687,0.0022838,0.59353
297,301,142.15,-0.0019633,-0.05594,0.99843,0.0023993,0.38136
297,300.74,146.13,-0.053573,-0.10099,0.99344,0.0026034,0.51591
296.57,300.2,150.06,-0.17906,-0.098291,0.97892,0.0027869,0.54801
295.57,299.95,153.92,-0.27038,-0.030781,0.96226,0.0026961,0.60433
294.41,299.95,157.75,-0.27348,-0.066939,0.95955,0.0027319,0.59353
293.39,299.42,161.56,-0.11728,-0.202,0.97234,0.0029363,0.43394
293.49,298.36,165.4,-0.061224,-0.21623,0.97442,0.0026889,0.25489
292.91,297.71,169.28,-0.17595,-0.12704,0.97617,0.0025669,0.1036
292.09,297.35,173.16,-0.17374,0.011742,0.98472,0.002519,0.38852
291.53,297.8,177.1,-0.16443,0.13279,0.97741,0.002439,0.61966
290.78,298.41,180.98,-0.23234,0.18056,0.95573,0.0025265,0.63822
289.68,299.24,184.72,-0.37005,0.12351,0.92077,0.0026104,0.62272
287.85,299.39,188.27,-0.45978,0.0022349,0.88803,0.0026036,0.55348
286.01,299.26,191.81,-0.41968,0.057649,0.90584,0.0025212,0.34324
284.52,299.84,195.46,-0.25983,0.1943,0.9459,0.0025647,0.56116
283.96,300.8,199.28,-0.17623,0.1797,0.96781,0.0025164,0.53339
283.12,301.27,203.15,-0.27836,0.13569,0.95084,0.0027175,0.40648
281.74,301.88,206.85,-0.30532,0.093277,0.94767,0.0027833,0.31335
280.68,302.01,210.71,-0.21137,0.080618,0.97408,0.0027106,0.52478
280.05,302.52,214.62,-0.085473,0.12123,0.98894,0.0025527,0.57364
280,302.98,218.58,0.002368,0.025637,0.99967,0.0029122,0.52951
280.07,302.72,222.57,0.12424,-0.031671,0.99175,0.002493,0.53145
280.98,302.73,226.45,0.26313,0.034804,0.96413,0.0026439,0.52216
282.17,303,230.25,0.21644,0.0342,0.9757,0.0028651,0.46274
282.7,303,234.21,0.024547,0,0.9997,0.0029153,0.34308
282.36,303,238.2,-0.092477,0,0.99571,0.0024518,0.24046
281.97,303,242.17,-0.12167,0,0.99257,0.0026834,0.38096
281.39,303,246.13,-0.12085,-0.0035736,0.99266,0.0028722,0.45639
281,302.97,250.1,-0.060136,-0.071661,0.99561,0.0030229,0.45441
280.91,302.43,254.06,-0.039182,-0.04744,0.99811,0.0032583,0.58906
280.69,302.59,258.03,-0.058724,0.071634,0.9957,0.0029085,0.28677
280.45,303,262,-0.083526,0.051237,0.99519,0.0027777,0.57051
280.02,303,265.97,-0.087975,8.7064e-06,0.99612,0.0022956,0.60811
279.74,303,269.96,-0.205,0,0.97876,0.0028166,0.6689
278.4,303,273.72,-0.34075,0,0.94015,0.0029496,0.54522
277.02,303,277.47,-0.29041,0.00088742,0.9569,0.0024429,0.34187
276.08,303.01,281.35,-0.20624,0.057493,0.97681,0.0022337,0.44158
275.38,303.46,285.26,-0.18828,0.12212,0.97449,0.0021246,0.51921
274.58,303.98,289.14,-0.14137,0.067988,0.98762,0.0021799,0.63349
274.25,304,293.11,-0.085146,0.0046326,0.99636,0.0019809,0.81646
273.9,304.02,297.08,-0.1396,0.061278,0.98831,0.0022888,0.68508
273.14,304.49,300.97,-0.078642,0.19153,0.97833,0.0026101,0.61893
273.28,305.53,304.81,-0.045658,0.32837,0.94344,0.0026128,0.58343
272.78,307.09,308.45,-0.19389,0.32429,0.92588,0.0027672,0.45004
271.74,308.11,312.17,-0.25988,0.2198,0.94029,0.0027911,0.49789
270.7,308.85,315.96,-0.22569,0.20131,0.95317,0.0028191,0.42652
269.94,309.72,319.78,-0.19675,0.17953,0.96388,0.0025521,0.50601
269.13,310.28,323.65,-0.12472,0.069434,0.98976,0.0027161,0.51487
268.95,310.27,327.63,-0.016669,-0.032595,0.99933,0.0026352,0.46324
269,310.02,331.62,0.0082605,0.03067,0.9995,0.0029219,0.32928
269.01,310.51,335.59,0.064441,0.12172,0.99047,0.0029045,0.31527
269.51,310.99,339.51,0.18305,0.061083,0.9812,0.0028361,0.5968
270.47,311,343.4,0.18469,0.0012203,0.9828,0.0028395,0.61489
270.99,311,347.36,0.10394,0.037591,0.99387,0.0024289,0.62194
271.3,311.3,351.32,0.1326,0.13052,0.98254,0.0023862,0.33118
272.04,312.04,355.18,0.22206,0.19377,0.95558,0.0023234,0.6382
273.07,312.85,358.96,0.21903,0.20838,0.95321,0.0025758,0.70648
273.79,313.7,362.79,0.15291,0.077363,0.98521,0.0029813,0.62923
274.28,313.46,366.72,0.21415,-0.045884,0.97572,0.0033442,0.43271
275.49,313.34,370.51,0.1207,0.094785,0.98815,0.0032447,0.33299
275.23,314.18,374.32,-0.1745,0.12422,0.97679,0.0027671,0.54363
274.11,314.3,378.14,-0.15999,-0.022086,0.98687,0.0025867,0.47263
273.97,314,382.12,-0.088708,-0.069455,0.99363,0.0026407,0.21274
273.4,313.74,386.06,-0.16388,-0.10672,0.98069,0.0026445,0.29722
272.66,313.15,389.95,-0.16085,-0.14463,0.97632,0.0028854,0.53167
272.12,312.59,393.87,-0.13461,-0.14296,0.98053,0.002723,0.41493
