347.98,191.04,4.8099,-0.040195,0.33955,0.93973,0.0018185,0.63994
347.81,192.03,7.6339,-0.12012,0.27275,0.95456,0.0016467,0.6206
347.27,192.67,10.51,-0.22188,0.16009,0.96184,0.0019151,0.68376
346.48,192.99,13.384,-0.27526,0.03156,0.96085,0.00219,0.67894
345.62,192.86,16.252,-0.27552,-0.09888,0.9562,0.0018977,0.57418
344.83,192.4,19.108,-0.22999,-0.14047,0.963,0.0016836,0.49026
344.24,192.02,22.022,-0.13892,-0.10695,0.98451,0.0017194,0.70376
344,191.76,24.995,-0.057143,-0.1115,0.99212,0.0019164,0.6337
343.9,191.35,27.962,-0.093551,-0.032897,0.99507,0.0016021,0.47475
343.44,191.56,30.914,-0.12973,0.10507,0.98597,0.0019685,0.62388
343.12,191.98,33.863,-0.02312,0.12495,0.99189,0.0021685,0.68161
343.31,192.31,36.837,0.032097,0.055965,0.99792,0.0024131,0.7414
343.32,192.32,39.835,-0.0058882,-0.045252,0.99896,0.0025313,0.76019
343.27,192.04,42.816,0.12708,-0.053251,0.99046,0.0027335,0.84749
344.07,192,45.701,0.2888,-0.037509,0.95665,0.0033371,0.84922
345,191.81,48.542,0.25809,-0.17004,0.95104,0.0034798,0.87921
345.6,190.99,51.351,0.15704,-0.4044,0.901,0.0034399,0.90199
345.93,189.42,53.872,0.079024,-0.60845,0.78964,0.0030732,0.91866
346.07,187.37,56.052,0.078105,-0.72052,0.68902,0.0029747,0.95458
346.4,185.11,57.994,0.095992,-0.76254,0.63977,0.0027946,0.96855
346.65,182.8,59.887,-0.022035,-0.80303,0.59553,0.0026747,0.96469
346.27,180.34,61.534,-0.20905,-0.82472,0.52549,0.0024901,0.96839
345.4,177.88,63.018,-0.36779,-0.77846,0.50865,0.0026266,0.95553
344.08,175.7,64.563,-0.59947,-0.70368,0.3814,0.0033157,0.92943
341.91,173.78,65.244,-0.81973,-0.5666,0.083733,0.0031872,0.90876
339.28,172.38,65.049,-0.90031,-0.40822,-0.151,0.0028447,0.9079
336.56,171.35,64.343,-0.91691,-0.29863,-0.26477,0.0027318,0.89704
333.79,170.6,63.465,-0.96189,-0.12215,-0.24465,0.0024717,0.89089
330.86,170.63,62.894,-0.97798,0.10981,-0.17747,0.0024619,0.84508
327.97,171.25,62.409,-0.94566,0.28433,-0.15773,0.0026019,0.8002
325.21,172.33,61.952,-0.89168,0.41802,-0.17368,0.0025777,0.78296
322.64,173.75,61.371,-0.85443,0.45525,-0.25041,0.0027483,0.75958
320.1,175.05,60.453,-0.82303,0.47068,-0.31794,0.0027876,0.78766
317.71,176.57,59.466,-0.7581,0.56735,-0.32157,0.0028643,0.80593
315.57,178.44,58.531,-0.70569,0.63889,-0.30629,0.0025919,0.77387
313.48,180.4,57.63,-0.73094,0.60836,-0.30923,0.0023791,0.73144
311.19,182.08,56.68,-0.80392,0.48671,-0.34181,0.0024186,0.75027
308.69,183.3,55.592,-0.86413,0.3071,-0.3987,0.0024417,0.79958
306.05,183.91,54.308,-0.90598,0.2098,-0.36767,0.002765,0.80614
303.28,184.56,53.396,-0.94047,0.25846,-0.2207,0.002553,0.87393
300.45,185.45,52.995,-0.95869,0.25769,-0.12049,0.0021444,0.90713
297.54,186.1,52.675,-0.98399,0.14545,-0.10303,0.002305,0.88422
294.57,186.32,52.379,-0.99721,0.074526,0.005016,0.0024548,0.83035
291.63,186.54,52.698,-0.94557,0.17947,0.27146,0.0024033,0.80939
289.05,187.38,53.972,-0.85964,0.25581,0.44225,0.0023604,0.76801
286.48,188.07,55.347,-0.86193,0.24368,0.44464,0.0026324,0.73236
283.88,188.84,56.639,-0.84402,0.2872,0.45294,0.0022875,0.7617
281.42,189.79,58.058,-0.78182,0.39332,0.48378,0.0023693,0.76288
279.21,191.19,59.527,-0.7276,0.48956,0.48055,0.0025232,0.73388
277.06,192.73,60.939,-0.70853,0.5467,0.44621,0.0025273,0.7103
274.97,194.46,62.202,-0.67795,0.60953,0.41093,0.002241,0.78101
273,196.38,63.402,-0.61082,0.68851,0.39096,0.00243,0.73183
271.31,198.58,64.54,-0.49428,0.77653,0.39076,0.0025732,0.78976
270.05,201.02,65.736,-0.42049,0.83724,0.3496,0.0024742,0.73019
268.8,203.59,66.631,-0.46603,0.85841,0.21436,0.0025716,0.77148
267.27,206.13,67.014,-0.55287,0.82344,0.12758,0.0026023,0.66157
265.49,208.51,67.395,-0.57869,0.78985,0.20313,0.0027704,0.76668
263.81,210.85,68.227,-0.51303,0.78219,0.35352,0.002781,0.76971
262.43,213.18,69.505,-0.5058,0.76106,0.40614,0.0027974,0.76584
260.79,215.41,70.658,-0.6843,0.67256,0.28178,0.002876,0.83421
258.43,217.12,71.162,-0.89345,0.44206,0.079624,0.0030861,0.77417
255.57,217.98,71.116,-0.97781,0.20244,-0.053853,0.0029001,0.77489
252.6,218.33,70.841,-0.98687,0.10004,-0.1268,0.002633,0.7918
249.65,218.58,70.357,-0.98999,0.032769,-0.13729,0.0025909,0.77506
246.68,218.53,70.019,-0.99706,-0.04801,-0.059666,0.0024854,0.78043
243.69,218.29,70,-0.99088,-0.13473,0.0038553,0.002132,0.75785
240.75,217.72,70.042,-0.97278,-0.22616,0.050461,0.0022647,0.67163
237.87,216.94,70.302,-0.94446,-0.32498,0.048772,0.002242,0.80114
235.1,215.78,70.333,-0.9076,-0.41907,-0.025412,0.0022493,0.8587
232.43,214.43,70.15,-0.88661,-0.4613,-0.033529,0.0027088,0.81669
229.8,213.02,70.132,-0.91854,-0.38832,0.074144,0.0027051,0.67056
226.98,212.12,70.59,-0.96346,-0.19429,0.18436,0.0021764,0.66784
224.06,211.86,71.23,-0.96329,-0.013011,0.26816,0.0018258,0.73922
221.24,212.04,72.188,-0.9021,0.11942,0.41468,0.0017828,0.78769
218.7,212.57,73.695,-0.82915,0.15533,0.53701,0.0021025,0.71928
216.27,212.97,75.403,-0.79883,0.13867,0.58536,0.0018867,0.74009
213.92,213.4,77.202,-0.77123,0.25922,0.58138,0.0015708,0.76526
211.68,214.51,78.862,-0.72189,0.39746,0.56649,0.002023,0.85906
209.59,215.78,80.596,-0.68922,0.40601,0.60011,0.0019811,0.79523
207.55,216.95,82.459,-0.6729,0.3495,0.65196,0.0019511,0.73047
205.56,217.88,84.501,-0.64803,0.2842,0.7066,0.0023862,0.76806
203.67,218.65,86.693,-0.63642,0.18433,0.74899,0.0023994,0.64856
201.76,218.98,88.977,-0.67904,0.032094,0.7334,0.0024375,0.6343
199.62,218.84,91.069,-0.72285,-0.086157,0.68561,0.0024427,0.60971
197.43,218.46,93.083,-0.67407,-0.076684,0.73468,0.0025865,0.66737
195.6,218.39,95.443,-0.54098,0.050757,0.8395,0.0028628,0.37849
194.21,218.77,98.074,-0.45479,0.13586,0.88017,0.002768,0.55279
192.87,219.2,100.72,-0.48947,0.14433,0.85999,0.0027311,0.59011
191.28,219.63,103.22,-0.61454,0.12736,0.77853,0.0026227,0.62548
189.21,219.96,105.36,-0.7694,0.038011,0.63764,0.0025065,0.60831
186.72,219.86,107,-0.87849,-0.091757,0.46886,0.0024751,0.60517
183.99,219.41,108.15,-0.92558,-0.13453,0.35383,0.0026697,0.60133
181.18,219.05,109.13,-0.92887,-0.010734,0.37024,0.0028907,0.68129
178.46,219.35,110.35,-0.88304,0.16411,0.43968,0.0031318,0.41169
175.9,220.03,111.75,-0.82875,0.25026,0.50055,0.0029762,0.36887
173.5,220.85,113.35,-0.77812,0.29874,0.55253,0.0028599,0.44463
171.24,221.82,115.06,-0.6957,0.39372,0.60082,0.0028032,0.45625
169.35,223.19,116.93,-0.56431,0.5098,0.64935,0.002956,0.62915
167.87,224.86,118.94,-0.4776,0.55185,0.68364,0.0030915,0.79423
166.48,226.5,121.03,-0.48079,0.50007,0.72026,0.0030355,0.78352
165,227.86,123.25,-0.50547,0.4132,0.75748,0.0024594,0.74335
163.45,228.98,125.57,-0.53144,0.34721,0.77267,0.0023202,0.48459
161.81,229.94,127.88,-0.62071,0.27359,0.73476,0.0022429,0.4953
159.75,230.61,129.95,-0.71282,0.16894,0.6807,0.0022748,0.64787
157.55,230.95,131.95,-0.71505,0.064646,0.69608,0.0025972,0.63155
155.47,231,134.12,-0.71361,-0.016142,0.70036,0.0024147,0.65719
153.28,230.85,136.15,-0.8007,-0.054939,0.59655,0.0024227,0.78592
150.71,230.67,137.67,-0.89053,-0.022465,0.45437,0.0026753,0.83133
147.95,230.72,138.86,-0.90451,0.12096,0.40893,0.0026592,0.75198
145.32,231.39,140.11,-0.84641,0.27253,0.45751,0.0025511,0.63756
142.9,232.35,141.59,-0.75724,0.37598,0.53406,0.0022423,0.43709
140.79,233.64,143.3,-0.65885,0.4464,0.60551,0.0020015,0.53589
138.96,235.02,145.22,-0.54937,0.49903,0.6702,0.0017289,0.53496
137.51,236.62,147.3,-0.4051,0.5394,0.7382,0.0021397,0.56586
136.54,238.24,149.62,-0.24721,0.49656,0.83206,0.0020042,0.5977
136.04,239.57,152.25,-0.16129,0.38174,0.91009,0.0020298,0.55364
135.58,240.52,155.06,-0.18573,0.34344,0.92063,0.0017589,0.38654
134.93,241.63,157.76,-0.21924,0.38547,0.8963,0.001721,0.4731
134.26,242.83,160.43,-0.22598,0.39133,0.89207,0.00155,0.42356
133.57,243.98,163.12,-0.19032,0.38178,0.90445,0.0019845,0.67022
133.12,245.12,165.85,-0.12407,0.40384,0.90638,0.002471,0.76497
132.83,246.4,168.55,-0.052517,0.42128,0.90541,0.0027391,0.83641
132.81,247.64,171.27,0.13151,0.36198,0.92286,0.0026236,0.81954
133.61,248.53,174,0.35619,0.20628,0.91136,0.0028519,0.86725
134.92,248.86,176.67,0.39614,0.10581,0.91207,0.0027499,0.86251
135.98,249.17,179.45,0.21716,0.14307,0.96559,0.0020644,0.8292
136.21,249.7,182.38,-0.11792,0.21405,0.96968,0.0019943,0.73511
135.28,250.42,185.13,-0.3918,0.22912,0.89106,0.0022018,0.87452
133.87,251.07,187.69,-0.47044,0.24744,0.84703,0.0024032,0.89141
132.47,251.9,190.2,-0.33944,0.32108,0.88413,0.0028878,0.90502
131.86,252.97,192.92,-0.10625,0.37445,0.92114,0.0026025,0.8883
131.84,254.13,195.68,0.020886,0.41206,0.91092,0.0026293,0.89072
131.98,255.44,198.38,0.11981,0.42347,0.89795,0.0027332,0.80417
